HEADING,BODY,CATEGORY
link|aadhaar|facebook|receiv|justic|facebook,vishi|kumar|ultra|modern|ultra|metrosexu|man|creat|furor|post|facebook|woman|fool|pretext|prospect|affair|result|suffer|depress|wrote|post|preeti|met|colleg|sweet|friendli|result|quick|bond|us|soon|start|give|sign|interest|shook|hand|held|onto|hand|2|extra|second|normal|human|be|like|everi|facebook|instagram|pictur|post|even|went|comment|awww|chho|cute|post|pictur|mine|photoshopp|along|anushka|sharma|europ|sure|love|struck|suddenli|start|tagg|mani|meme|facebook|instagram|etc|ping|whatsapp|profess|love|reject|send|meme|arvind|kejriw|realiz|scam|never|love|last|2|hour|cry|like|hell|feel|like|depress|heart|wrench|stori|soon|pick|mani|respect|social|media|websit|earn|bread|butter|publish|stori|dsitress|depress|peopl|due|unrel|media|coverag|vishi|plea|heard|presid|frustrat|on|side|lover|associaton|presid|pushma|singh|swaraj|pushma|request|presid|india|immedi|intereven|matter|ask|immedi|redress|could|even|put|court|justic|train|profession|stalker|abl|find|preeti|mention|post|start|attack|preeti|preeti|tagg|hundr|meme|mani|wrote|get|well|soon|preeti|facebook|account|preeti|heed|targett|attack|facebook|hell|broke|lose|mani|instagram|follow|start|unfollow|fear|loss|instagram|follow|gain|2|year|preeti|decid|apolog|vishi|decid|enter|trial|free|period|date|facebook|help|vishi|get|justic|back|within|dai|henc|decid|appeal|presid|india|time|publish|respons|presid|offic|issu|automat|repli|receiv|prime|minster|offic|state|ye|possibl|need|link|aadhaar|number|first,SOCIALMEDIA
bandra|girl|get|teach|offer|oxford|univers|read|shashi|tharoor|tweet|without|fumbl,mumbai|take|advantag|pseudo|english|accent|often|made|fun|peopl|proxim|girl|bandra|got|offer|teach|student|master|english|programm|oxford|univers|would|tutor|name|jahanvi|kapoor|got|offer|belt|read|farrag|tweet|season|carefulli|keep|goof|up|asid|tweet|made|none|shashi|tharoor|keep|arsen|word|win|argument|shashi|kept|audienc|busi|roll|eyeball|dictionari|everi|tweet|word|mean|assign|other|context|decid|fate|jahanvi|follow|tharoor|twitter|sinc|last|on|year|help|increas|vocabulari|significantli|spoke|report|said|whenev|shashi|uncl|tweet|someth|us|get|confus|refer|dictionari|get|mean|read|tweet|period|us|dictionari|everi|damn|time|made|reach|level|could|understand|even|german|french|word|imag|sophisticat|girl|gang|earlier|afraid|someon|come|ask|mean|shashi|tharoor|tweet|would|explain|confid|enough|erod|awai|common|man|confus|get|read|tweet|oxford|univers|offer|tutor|job|anoth|sweet|stori|director|univers|told|us|tharoor|given|us|tast|medicin|team|mumbai|make|thesi|tweet|articl|fail|read|speak|complet|lost|project|go|hand|on|night|roam|near|bandstand|overheard|girl|read|tharoor|tweet|immacul|complet|mesmeris|made|spot|offer|come|univers|teach|student|interpret|understand|toughest|thing|world|twitter|jahanvi|appli|uk|visa|join|univers|soon,SOCIALMEDIA
jack|dorsei|twitter|ceo|join|bjp,shock|turn|event|jack|dorsei|twitter|ceo|join|bjp|histor|achiev|polit|parti|ever|rich|indian|polit|histori|first|major|polit|coup|land|indian|polit|parti|respect|foreign|acquisit|dai|foreign|compani|acquir|indian|compani|gone|acquir|foreign|ceo|turn|compani|indian|acquisit|add|new|twist|make|india|moment|tacit|confirm|move|twitter|turn|saffron|right|login|page|bjp|sai|proud|mileston|indian|histori|said|bjp|spokesperson|continu|start|convert|india|movement|latest|acquisit|dorsei|bjp|fold|first|step|longer|indian|ceo|make|american|ceo|indian|well|rumor|agog|bjp|aggress|talk|amazon|jeff|bezo|appl|tim|cook|join|bjp|show|success|eas|busi|gujarat|model|indian|mere|becom|ceo|thing|past|signific|ceo|becom|indian|new|fad|america|respons|trump|furiou|stopp|talk|tweet|modi|last|tweet|modi|khaaa|part|wai|uninitiat|khaa|us|children|denot|longer|friend|wsj|lead|magazin|newspap|highlight|on|major|failur|american|presid|dismiss|rumor|jack|howev|confirm|move|via|twitter|account|congress|respons|senior|congress|leader|talk|facebook|bad|run|bjp|make|join|congress|attempt|social|media|control|rahul|gandhi|held|secret|meet|mark|zuckerberg|us|rahul|gandhi|sai|hope|optimist|mark|like|congress|share|ideolog|world|photo|leak|confirm|mark|zuckerberg|contact|deni|report,SOCIALMEDIA
wrong|word|prise|lid|critic,kanpur|electron|mode|provid|auto|correct|facil|quit|familiar|handi|us|format|whether|mobil|phone|tablet|laptop|arrang|give|relief|howev|sometim|turn|bane|autocorrect|system|chang|mean|written|word|regard|mention|seen|actress|mahira|son|mother|surpris|us|happen|thu|fame|actress|mahira|wrote|son|name|azlaan|soon|chang|first|assum|later|azur|correctli|spelt|third|final|endeavour|stori|conclud|error|mahira|mother|wrote|k|meri|jaan|answer|daughter|quickli|autocorrect|k|japan|remind|issu|classroom|spell|mistak|still|big|burden|student|english|medium|school|write|weird|spell|even|copi|check|correct|sign|poet|wrote|time|stand|stare|seem|enter|incorrect|write|mechan|method|auto|correct|also|prove|redund|kind|report|recent|last|tuesdai|morn|school|van|appear|runn|wrongli|written|word|sent|mari|place|st|mari|spaciou|open|smooth|road|canton|area|surprisingli|wors|even|student|miss|error|bold|letter|driver|could|unawar|differ|two|contradictori|word|disciplin|student|actress|like|mahira|could|feel|uneasi|mistak|layman|also|could|avoid|first|sight|slang|form|foreign|languag,SOCIALMEDIA
mumbai|man|prai|singl|buttock|next|birth|enabl|sit|comfort|fourth|passeng|seat|meant|three|local|train,peopl|prai|wealth|health|job|relationship|hiren|desai|someth|even|god|would|shock|hear|30|year|old|busi|man|mira|road|regularli|commut|local|train|ask|singl|buttock|next|birth|prayer|reason|uniqu|request|enabl|sit|fourth|passeng|local|train|seat|meant|three|speak|fake|new|hiren|said|travel|train|sinc|last|ten|year|seat|alreadi|taken|enter|compart|leav|uncomfort|fourth|seat|on|buttock|left|hang|without|support|end|dai|left|on|sore|butt|prayer|almighti|give|on|buttock|hiren|request|struck|chord|mani|passeng|brave|heavi|rush|local|train|year|citi|base|cosmet|surgeon|even|offer|surgic|remov|on|hiren|buttock|free|charg|wait|next|birth|help|man|life|said|doctor|new|went|viral|social|media|railwai|minist|piyush|goyal|assur|set|special|committe|studi|find|solut|problem|committe|head|retir|iit|professor|report|expect|tabl|year|tv|person|ekta|kapoor|move|hiren|plight|produc|tv|show|titl|agl|janam|mohe|ek|buttock|hi|dijo|revolv|around|local|train|travel|tusshar|kapoor|plai|protagonist|seri,SOCIALMEDIA
woman|shift|delhi|mumbai|gain|5kg|5|dai|run|due|ev|teas,mumbai|compar|mumbai|kolkata|citizen|sharpli|react|incid|molest|ev|teas|reaction|total|lack|miss|part|citizen|delhi|vital|role|plai|prevent|harass|women|travel|citi|live|exampl|come|notic|yesterdai|woman|shift|delhi|mumbai|dai|back|due|work|commit|found|gain|5|kg|5|dai|without|even|chang|dietari|habit|weather|condit|priyanka|ranaut|work|mnc|shift|mumbai|5|dai|back|5|dai|never|ran|awai|due|ev|teaser|harass|quit|common|delhi|scenario|creat|havoc|person|life|gain|5|kg|5|dai|stop|situat|continu|might|gain|lot|weight|fatal|health|mani|gym|across|citi|sent|brochur|lose|weight|30|dai|challeng|cashback|offer|maharashtra|govern|us|new|boast|good|law|order|situat|mumbai|promis|deal|issu|priyanka|face|govern|subsid|gym|expenditur|everi|month|women,SOCIALMEDIA
try|fit|delhi|cultur|brandish|gun|sai|ex|bsp|mp|son|accus,putt|across|side|stori|ex|bsp|mp|son|ashish|pandei|admitt|brandish|gun|seen|video|done|fit|typical|delhi|cultur|elaborat|typical|delhi|cultur|said|delhi|thing|know|tu|jaanta|hai|mera|baap|kaun|hai|work|whip|gun|done|scare|tactic|actual|shoot|someon|lucknow|even|fight|done|tehzeeb|would|treat|like|outcast|tri|delhi|carri|gun|basebal|bat|car|show|part|delhi|high|societi|add|south|delhi|businessman|sk|khurana|though|hesit|initi|agre|thing|common|delhi|media|overreact|arnab|behav|like|rabid|mongrel|issu|brandish|weapon|would|nation|crisi|said|rememb|argument|man|cut|traffic|talk|like|gentlemen|sort|issu|bystander|got|restless|ask|go|start|fight|happi|polit|want|hear|cuss|word|recollect|senior|bureaucrat|comment|incid|said|peopl|come|outsid|respect|cultur|delhi|pleas|liber|flaunt|polit|connect|invest|gun|afford|especi|high|societi|type|carri|basebal|bat|car|start|road|rage|without|provoc|fact|car|dealer|give|basebal|bat|standard|accessori|suggest,SOCIALMEDIA
colleg|withhold|mechan|engin|degre|relationship|girl,mumbai|10|reason|fall|love|mechan|engin|know|smart|girl|prefer|date|mechan|engin|mechan|engin|best|peopl|date|good|sens|logic|better|salari|better|commun|extra|technic|knowledg|almost|everyth|make|mechan|engin|perfect|gui|date|enough|joke|let|come|straight|new|colleg|mumbai|actual|withold|amechan|engin|degre|date|girl|tradit|mechan|batch|new|start|sanil|malik|4th|year|student|enim|engin|colleg|date|girl|last|2|year|hideout|embarrass|tell|fellow|batchmat|mechan|engin|bhisma|pitamah|current|gener|even|talk|girl|tradit|parampara|call|act|caught|2|dai|convoc|speak|truth|roam|girl|caught|cctv|camera|colleg|never|allow|student|mechan|batch|fall|love|girl|sanil|latest|victim|tradit|face|sanil|told|spend|on|full|year|colleg|live|singl|life|without|relationship|part|punish,SOCIALMEDIA
tv|serial|end|show|happen|last|episod|come|next|episod,bengaluru|chirag|softwar|engin|spent|last|2|year|watch|sambit|patra|arnab|goswami|rajdeep|sardesai|etc|action|decid|switch|anoth|serial|silsila|badalt|rishton|ka|disappoint|progress|serial|much|like|career|progress|compani|work|right|sure|serial|writer|fell|sick|someth|last|week|saw|new|episod|content|shown|last|episod|come|next|episod|arr|bhai|iss|episod|ka|kya|half|dozen|brand|promot|amitabh|ji|see|pai|much|tata|sky|said|upset|look|chirag|prime|time|chirag|switch|favorit|serial|republ|tv|silsila|badal|friend|recommend|check|new|ag|progress|serial|bold|content|extra|marit|affair|mere|dost|baat|kart|check|chemistri|kunal|mauli|nandini|lead|charact|serial|come|variou|permut|combin|dreamt|writer|serial|mujh|abhi|tak|kuch|khaa|dikhn|ko|nahin|mila|said|chirag|add|sad|state|affair|writer|new|channel|work|harder|tv|serial|writer|disappoint|chirag|return|new|watch|less|week|yeh|hi|achcha|hai|least|arnab|ko|dekhta|hoon|jo|har|din|sabk|ko|pakad|ke|gali|deta|rehta|hai|ya|rajdeep|jo|sabs|gali|khata|rehta|hai|yeh|saar|innov|hashtag|dekh|ke|lagata|hai|kuch|toh|progress|desh|mein|ho|raha|hai,ENTERTAINMENT
filmmak|hold|protest|actress|blame|filmmak|sajid|khan|sexual|harass|ask|actress|call|sajid|khan|filmmak,mumbai|metoo|movement|gain|momentum|across|countri|women|come|tell|ordeal|everi|pass|dai|alleg|big|bollywood|name|surfac|director|sajid|khan|latest|join|long|list|indian|celebr|accus|sexual|harass|mani|three|women|assist|director|actress|journalist|come|forth|accus|sexual|harass|filmmak|realli|angri|actress|reason|weird|correct|time|filmmak|sai|call|sajid|filmmak|insult|whole|commun|houseful|himmatwala|humshakk|call|film|maker|film|call|filmmak|protest|demand|even|polic|offic|handl|sajid|khan|case|watch|film|ask|actress|us|word|filmmak|fir|fridai|morn|actor|akshai|kumar|announc|decis|cancel|shoot|sajid|directori|houseful|4|investig|sajid|stepp|director|houseful|4|urg|friend|media|kindli|pass|judgment|till|truth,ENTERTAINMENT
bollywood|face|shortag|scriptwrit|busi|write|encount|stori|polic,lucknow|yogi|adityanath|led|uttar|pradesh|govern|proudli|announc|success|control|crime|instil|fear|god|spree|polic|encount|uttar|pradesh|polic|claim|carri|mani|1|478|encount|span|14|month|leav|62|outlaw|dead|390|wound|bollywood|face|wrath|increas|number|encount|actual|encount|need|dramat|stori|told|media|make|realiz|impact|well|import|encount|reason|great|demand|scriptwrit|lucknow|right|pai|lucr|mani|writer|alreadi|shift|base|mani|process|polic|check|previou|record|work|profil|writer|stori|come|comedi|bore|on|dramat|writer|writer|written|hardcor|blockbust|preferr|write|writer|ekta|kapoor|serial|given|extra|lucr|come|write|encount|stori|abil|creat|drama|long|last|serial|doubt|mani|tv|anchor|also|creat|lot|drama|offer|job|polic,ENTERTAINMENT
give|item|number|actress|reduc|shoot|dai|chanc|harass|salman|khan,mumbai|metoo|movement|india|gain|steam|tanushre|dutta|accus|nana|patekar|harass|set|film|back|2008|interview|gave|courag|mani|other|speak|loud|sinc|women|walk|life|vocal|episod|happen|next|line|queen|director|vika|bahl|accus|sexual|harass|former|employee|phantom|film|disband|mani|fame|actor|name|employee|collabor|sexual|harass|dealt|salman|khan|clarifi|stanc|metoo|movement|speak|fake|new|report|salman|said|never|give|bigger|role|femal|actor|try|give|item|number|shoot|dai|less|chanc|sexual|harass|case|set|low|last|5|6|film|never|femal|charact|given|substanti|role|reason|behind|support|metoo|campaign|much|actual|becam|big|campaign|salman|also|add|arbaaz|khan|sohail|khan|support|caus|even|reason|work|fewer|film|get|attract|woman|set|harass|sexual|well|also|proud|actor|like|fardeen|khan|tusshar|kapoor|udai|chopra|stai|home|go|work|film|set|digniti|woman|alwai|put|test,ENTERTAINMENT
name|shame|privat|arun|jaitlei|vijai|mallya,queen|director|vika|bahl|accus|sexual|harass|former|employee|phantom|film|sent|legal|notic|filmmak|anurag|kashyap|vikramaditya|motwan|anurag|told|twitter|came|know|vika|act|name|shame|privat|troll|materi|everyon|twitter|statement|help|financ|ministri|arun|jaitlei|come|open|said|govern|name|shame|vijai|mallya|privat|detail|cannot|told|public|arun|jaitlei|said|fake|new|report|came|know|loan|default|sent|peopl|place|name|shame|front|famili|els|expect|financ|minist|teach|moral|lesson|court|case|monei|recoveri|on|thing|name|shame|person|privat|teach|valu|moral|code|conduct|team|full|faith|mallya|chang|person|return|india|definit|return|monei|jaitlei|add|give|strong|messag|peopl|thought|financ|ministri|noth|stop|mallya|flee|countri,ENTERTAINMENT
chandigarh|parent|trash|son|topp|exam|fail|clear|roadi|audit,chandigarh|roadi|big|thing|parent|chandigarh|though|alreadi|pass|ag|compet|roadi|want|kid|fulfil|dream|whenev|child|born|chandigarh|doctor|sai|aapk|ghar|roadi|hua|hai|give|encourag|parent|put|children|physical|train|roadi|jagdish|malik|16|year|old|boi|pass|10th|standard|exam|bore|brunt|parent|jagdish|actual|topp|10th|exam|highest|mark|school|parent|scold|like|hell|thought|worst|dai|life|beat|feroci|ask|neighbor|beat|kid|parent|said|kid|fail|roadi|audit|even|effort|put|train|spent|monei|trane|brought|foreign|coach|fail|audit|fake|new|report|spoke|jagdish|sai|ye|fault|actual|teacher|insist|class|becom|engin|life|wast|thought|studi|start|like|regret|top|scorer|promis|clear|roadi|audit|next|year,ENTERTAINMENT
shoot|big|boss|halt|big|boss|get|call|kaleen|bhaiya|leav,thing|come|mind|talk|controversi|realiti|show|big|boss|celebr|guest|fight|abus|salman|khan|last|least|command|presenc|case|absenc|big|boss|boom|authorit|voic|command|respect|contest|never|doubt|revolt|big|boss|big|boss|alwai|manag|send|aw|fear|respect|spine|big|boss|12|contest|like|contest|previou|season|bizarr|incid|happen|yesterdai|shoot|halt|man|big|boss|leav|cite|strang|reason|whole|incid|happen|contest|call|confess|room|big|boss|could|sai|anyth|contest|phone|rang|fear|voic|said|kaleen|bhaiya|ne|bulaya|hai|left|shoot|locat|contest|organ|left|shell|shock|without|big|boss|shoot|possibl|organ|seen|try|find|kaleen|bhaiya|variou|sourc|got|inform|peopl|thought|big|boss|highest|author|showbiz|yesterdai|eye|open|even|big|boss|follow|respect|order|someon|els|fake|new|report|spoke|product|execut|show|sai|shiver|voic|first|thought|act|try|funni|make|atmospher|bit|lighter|contest|5|minut|set|boi|tri|follow|repeat|phrase|kaleen|bhaiya|ne|bulaya|hai|never|heard|kaleen|bhaiya|request|kaleen|bhaiya|watch|interview|pleas|take|celebr|contest|want|give|us|back|big|boss|polic|start|investig|matter|found|clue|lead|kaleen|bhaiya|report|constantli|track|investig|keep|updat|latest|happen|humbl|request|reader|get|touch|us|case|inform|kaleen|bhaiya,ENTERTAINMENT
man|caught|send|unsolicit|imag|krk|women|arrest,mumbai|fridai|resid|noida|arrest|polic|coupl|women|social|media|accus|send|unsolicit|pic|krk|kamal|r|khan|twitter|user|alleg|man|sent|explicit|pictur|krk|call|funni|soon|women|join|make|social|media|campaign|girl|tweet|man|send|krk|pic|think|funni|garb|comedi|also|tagg|employer|ask|immedi|fire|man|job|polic|respond|seri|tweet|sai|look|matter|prioriti|howev|man|issu|apolog|behaviour|cite|poor|medic|condit|reason|behind|watch|deshdrohi|consequ|share|krk|imag|dai|night|later|even|polic|nabb|man|cyber|cafe|caught|red|hand|download|imag|krk|predat|17|tab|open|time|polic|recov|460|gb|data|hard|disk|6|smartphon|us|send|imag|women|man|arrest|ipc|121|section|743|obscen,ENTERTAINMENT
salman|shoot|race|4|5|6|on|go|make|govt|fuel|price|cut,effort|make|maharashtra|govt|fuel|price|cut|bollywood|actor|salman|khan|announc|shoot|next|three|instal|race|franchis|on|go|price|cut|brought|relief|maker|movi|almost|shelv|race|4|ow|petrol|price|touch|90|mumbai|never|know|price|mai|rise|movi|involv|lot|car|race|littl|act|budget|spent|fuel|move|govt|reduc|cost|50|said|produc|movi|question|plan|complet|movi|product|price|rise|said|script|usual|take|maximum|time|make|movi|sinc|salman|movi|script|show|movi|studio|random|scene|throw|danc|step|katrina|race|scene|movi|done|appar|salman|eager|commenc|shoot|race|3|success|mani|bollywood|star|kid|current|work|want|race|franchis|race|3|bobbi|deol|said|sourc|meanhwhil|spokesperson|rule|parti|mr|sambit|patra|went|prais|achiev|govt|said|cutt|fuel|price|pm|also|given|rozgaar|star|kid|slap|face|sai|govt|noth|unemploy|said|speak|debat|republ|tv,ENTERTAINMENT
telecom|compani|repli|pritam|complaint|gett|dialer|tone|sai|afraid|might|copi,mumbai|shock|incid|happen|mumbai|telecom|compani|prune|dialer|tone|mobil|phone|music|director|pritam|everi|mobil|phone|handset|get|dialer|tone|someon|dial|number|pritam|servic|prune|last|week|compani|realiz|mai|copi|make|song|whole|incid|came|light|thursdai|pritam|got|repli|email|telecom|compani|actual|on|week|back|pritam|realiz|whenev|dial|number|abl|listen|dialer|tone|regist|complaint|iin|network|iin|network|engin|thorough|investig|found|dialer|tone|servic|stopp|anu|malik|pritam|music|director|strict|order|top|brass|felt|dialer|tone|made|hit|song|pritam|becom|viral|peopl|think|pritam|made|give|credit|pritam|iin|network|make|list|peopl|copi|tweet|music|project|import|thing|make|sure|peopl|get|caller|tune|dialer|tone|type|servic|us|benefit|pritam|spoke|fake|new|sai|sai|copi|tune|copi|dialer|tone|think|tune|dialer|tone|made|bollywood|song|imposs|fact|tri|happen|assur|telecom|compani|copi|dialer|tone,ENTERTAINMENT
